Date,GJTB3MO_Close,GJGB2_Close,GJGB5_Close,GJGB10_Close,GJGB30_Close
3/3/2006,0.063,0.51,1.085,1.63,2.269
3/6/2006,0.063,0.53,1.1,1.645,2.27
3/7/2006,0.063,0.52,1.09,1.655,2.269
3/8/2006,0.061,0.484,1.045,1.61,2.208
3/9/2006,0.07,0.47,1.04,1.61,2.215
3/10/2006,0.055,0.479,1.07,1.66,2.28
3/13/2006,0.055,0.523,1.194,1.7,2.309
3/14/2006,0.062,0.545,1.194,1.685,2.299
3/15/2006,0.062,0.574,1.229,1.73,2.34
3/16/2006,0.066,0.565,1.214,1.735,2.34
3/17/2006,0.065,0.555,1.194,1.724,2.319
3/20/2006,0.065,0.56,1.219,1.74,2.309
3/22/2006,0.064,0.585,1.24,1.735,2.284
3/23/2006,0.066,0.585,1.225,1.724,2.261
3/24/2006,0.055,0.62,1.24,1.735,2.25
3/27/2006,0.06,0.6,1.21,1.7,2.215
3/28/2006,0.05,0.615,1.22,1.708,2.23
3/29/2006,0.051,0.645,1.305,1.78,2.255
3/30/2006,0.045,0.698,1.32,1.79,2.259
3/31/2006,0.047,0.69,1.31,1.78,2.255
4/3/2006,0.045,0.711,1.375,1.855,2.315
4/4/2006,0.04,0.664,1.333,1.855,2.367
4/5/2006,0.057,0.64,1.305,1.844,2.42
4/6/2006,0.056,0.67,1.36,1.879,2.453
4/7/2006,0.052,0.684,1.389,1.884,2.46
4/10/2006,0.047,0.698,1.385,1.884,2.493
4/11/2006,0.044,0.675,1.369,1.894,2.538
4/12/2006,0.04,0.67,1.365,1.889,2.55
4/13/2006,0.039,0.678,1.389,1.94,2.609
4/14/2006,0.037,0.685,1.41,1.974,2.644
4/17/2006,0.037,0.65,1.379,1.97,2.65
4/18/2006,0.035,0.645,1.395,1.964,2.61
4/19/2006,0.033,0.63,1.355,1.889,2.44
4/20/2006,0.027,0.635,1.365,1.91,2.478
4/21/2006,0.025,0.635,1.355,1.915,2.469
4/24/2006,0.025,0.625,1.33,1.895,2.458
4/25/2006,0.029,0.615,1.335,1.925,2.474
4/26/2006,0.03,0.653,1.38,1.95,2.487
4/27/2006,0.049,0.67,1.415,1.985,2.494
4/28/2006,0.049,0.675,1.36,1.93,2.454
5/1/2006,0.059,0.645,1.312,1.889,2.429
5/2/2006,0.059,0.66,1.34,1.93,2.464
5/8/2006,0.062,0.68,1.375,1.98,2.489
5/9/2006,0.076,0.72,1.41,1.969,2.479
5/10/2006,0.147,0.81,1.493,2,2.469
5/11/2006,0.182,0.81,1.49,1.973,2.429
5/12/2006,0.18,0.805,1.493,1.994,2.468
5/15/2006,0.197,0.811,1.482,2.009,2.485
5/16/2006,0.193,0.8,1.45,1.969,2.457
5/17/2006,0.184,0.778,1.409,1.925,2.42
5/18/2006,0.193,0.775,1.429,1.95,2.44
5/19/2006,0.192,0.765,1.394,1.915,2.425
5/22/2006,0.191,0.745,1.319,1.829,2.355
5/23/2006,0.194,0.708,1.294,1.805,2.354
5/24/2006,0.205,0.74,1.309,1.835,2.36
5/25/2006,0.251,0.798,1.355,1.864,2.369
5/26/2006,0.265,0.851,1.365,1.861,2.372
5/29/2006,0.283,0.848,1.36,1.875,2.407
5/30/2006,0.286,0.813,1.345,1.847,2.378
5/31/2006,0.295,0.84,1.325,1.84,2.36
6/1/2006,0.319,0.9,1.425,1.935,2.46
6/2/2006,0.31,0.87,1.395,1.915,2.44
6/5/2006,0.302,0.824,1.345,1.869,2.413
6/6/2006,0.305,0.855,1.411,1.935,2.469
6/7/2006,0.309,0.826,1.36,1.885,2.437
6/8/2006,0.276,0.765,1.305,1.865,2.44
6/9/2006,0.295,0.749,1.314,1.846,2.456
6/12/2006,0.304,0.757,1.318,1.837,2.441
6/13/2006,0.308,0.744,1.274,1.784,2.391
6/14/2006,0.299,0.724,1.248,1.78,2.432
6/15/2006,0.304,0.728,1.244,1.78,2.476
6/16/2006,0.3,0.757,1.293,1.815,2.495
6/19/2006,0.3,0.765,1.304,1.825,2.492
6/20/2006,0.302,0.811,1.355,1.868,2.509
6/21/2006,0.302,0.824,1.36,1.855,2.485
6/22/2006,0.296,0.82,1.365,1.865,2.489
6/23/2006,0.29,0.795,1.365,1.88,2.505
6/26/2006,0.287,0.815,1.389,1.91,2.514
6/27/2006,0.287,0.82,1.395,1.91,2.525
6/28/2006,0.291,0.844,1.4,1.915,2.518
6/29/2006,0.331,0.848,1.42,1.925,2.533
6/30/2006,0.327,0.849,1.42,1.93,2.53
7/3/2006,0.33,0.885,1.485,1.974,2.574
7/4/2006,0.336,0.874,1.475,1.97,2.614
7/5/2006,0.359,0.9,1.514,1.985,2.623
7/6/2006,0.379,0.909,1.52,1.985,2.615
7/7/2006,0.378,0.905,1.496,1.96,2.59
7/10/2006,0.378,0.908,1.504,1.978,2.593
7/11/2006,0.379,0.889,1.48,1.969,2.595
7/12/2006,0.379,0.85,1.439,1.94,2.584
7/13/2006,0.389,0.851,1.423,1.916,2.545
7/14/2006,0.364,0.801,1.345,1.848,2.495
7/18/2006,0.361,0.749,1.314,1.83,2.501
7/19/2006,0.36,0.759,1.345,1.85,2.521
7/20/2006,0.361,0.75,1.325,1.814,2.495
7/21/2006,0.354,0.754,1.319,1.82,2.506
7/24/2006,0.35,0.795,1.35,1.86,2.545
7/25/2006,0.349,0.813,1.37,1.88,2.554
7/26/2006,0.35,0.805,1.355,1.865,2.526
7/27/2006,0.356,0.814,1.359,1.88,2.535
7/28/2006,0.355,0.829,1.395,1.931,2.585
7/31/2006,0.355,0.834,1.4,1.929,2.591
8/1/2006,0.354,0.841,1.405,1.925,2.584
8/2/2006,0.352,0.83,1.375,1.889,2.534
8/3/2006,0.361,0.817,1.359,1.869,2.505
8/4/2006,0.36,0.819,1.369,1.875,2.5
8/7/2006,0.36,0.799,1.327,1.836,2.45
8/8/2006,0.36,0.804,1.345,1.835,2.445
8/9/2006,0.36,0.804,1.371,1.84,2.44
8/10/2006,0.367,0.827,1.413,1.9,2.509
8/11/2006,0.367,0.796,1.362,1.843,2.47
8/14/2006,0.369,0.812,1.391,1.884,2.505
8/15/2006,0.369,0.814,1.383,1.857,2.475
8/16/2006,0.369,0.801,1.356,1.84,2.449
8/17/2006,0.373,0.791,1.34,1.83,2.445
8/18/2006,0.371,0.8,1.365,1.859,2.48
8/21/2006,0.369,0.777,1.319,1.823,2.445
8/22/2006,0.367,0.755,1.294,1.805,2.44
8/23/2006,0.367,0.763,1.305,1.805,2.436
8/24/2006,0.374,0.772,1.3,1.804,2.432
8/25/2006,0.359,0.664,1.176,1.711,2.361
8/28/2006,0.345,0.646,1.135,1.685,2.365
8/29/2006,0.35,0.672,1.17,1.709,2.385
8/30/2006,0.35,0.681,1.13,1.664,2.379
8/31/2006,0.345,0.65,1.085,1.63,2.392
9/1/2006,0.346,0.651,1.101,1.65,2.394
9/4/2006,0.345,0.682,1.144,1.681,2.41
9/5/2006,0.345,0.693,1.166,1.69,2.395
9/6/2006,0.345,0.691,1.157,1.711,2.371
9/7/2006,0.345,0.679,1.15,1.706,2.376
9/8/2006,0.345,0.704,1.185,1.729,2.389
9/11/2006,0.345,0.636,1.118,1.67,2.361
9/12/2006,0.343,0.65,1.134,1.697,2.385
9/13/2006,0.339,0.63,1.152,1.675,2.37
9/14/2006,0.339,0.645,1.159,1.679,2.375
9/15/2006,0.339,0.645,1.145,1.665,2.371
9/19/2006,0.34,0.668,1.184,1.704,2.41
9/20/2006,0.341,0.651,1.145,1.681,2.404
9/21/2006,0.343,0.659,1.156,1.7,2.435
9/22/2006,0.342,0.634,1.1,1.63,2.365
9/25/2006,0.342,0.623,1.095,1.634,2.39
9/26/2006,0.342,0.597,1.062,1.617,2.4
9/27/2006,0.34,0.625,1.102,1.655,2.43
9/28/2006,0.346,0.635,1.118,1.656,2.415
9/29/2006,0.34,0.66,1.139,1.675,2.44
10/2/2006,0.334,0.694,1.194,1.735,2.489
10/3/2006,0.331,0.659,1.155,1.696,2.47
10/4/2006,0.326,0.655,1.154,1.721,2.501
10/5/2006,0.322,0.66,1.176,1.725,2.5
10/6/2006,0.321,0.67,1.161,1.706,2.5
10/10/2006,0.321,0.679,1.174,1.724,2.509
10/11/2006,0.32,0.699,1.209,1.745,2.509
10/12/2006,0.321,0.695,1.205,1.751,2.515
10/13/2006,0.33,0.715,1.235,1.77,2.514
10/16/2006,0.333,0.748,1.284,1.8,2.518
10/17/2006,0.334,0.756,1.275,1.801,2.525
10/18/2006,0.338,0.778,1.295,1.805,2.524
10/19/2006,0.355,0.806,1.313,1.806,2.516
10/20/2006,0.354,0.791,1.299,1.805,2.51
10/23/2006,0.354,0.804,1.33,1.84,2.54
10/24/2006,0.355,0.782,1.295,1.825,2.53
10/25/2006,0.376,0.775,1.271,1.8,2.509
10/26/2006,0.372,0.753,1.232,1.75,2.47
10/27/2006,0.364,0.77,1.23,1.741,2.454
10/30/2006,0.361,0.748,1.211,1.731,2.44
10/31/2006,0.368,0.735,1.19,1.72,2.443
11/1/2006,0.385,0.749,1.199,1.72,2.432
11/2/2006,0.385,0.75,1.199,1.715,2.415
11/6/2006,0.385,0.785,1.25,1.765,2.454
11/7/2006,0.387,0.795,1.255,1.766,2.455
11/8/2006,0.39,0.785,1.231,1.729,2.439
11/9/2006,0.402,0.77,1.21,1.709,2.426
11/10/2006,0.41,0.765,1.199,1.688,2.41
11/13/2006,0.405,0.74,1.165,1.664,2.395
11/14/2006,0.427,0.809,1.246,1.73,2.444
11/15/2006,0.426,0.815,1.245,1.705,2.415
11/16/2006,0.45,0.824,1.249,1.705,2.413
11/17/2006,0.447,0.816,1.249,1.718,2.424
11/20/2006,0.431,0.779,1.206,1.684,2.409
11/21/2006,0.427,0.789,1.205,1.684,2.4
11/22/2006,0.443,0.808,1.209,1.67,2.37
11/24/2006,0.439,0.81,1.21,1.664,2.35
11/27/2006,0.426,0.81,1.22,1.67,2.349
11/28/2006,0.421,0.791,1.199,1.655,2.35
11/29/2006,0.421,0.835,1.239,1.69,2.368
11/30/2006,0.444,0.821,1.2,1.655,2.329
12/1/2006,0.45,0.81,1.173,1.608,2.26
12/4/2006,0.455,0.815,1.185,1.624,2.254
12/5/2006,0.455,0.81,1.187,1.615,2.245
12/6/2006,0.465,0.833,1.216,1.652,2.21
12/7/2006,0.5,0.855,1.255,1.68,2.229
12/8/2006,0.51,0.855,1.266,1.7,2.254
12/11/2006,0.503,0.825,1.22,1.659,2.235
12/12/2006,0.499,0.809,1.19,1.645,2.239
12/13/2006,0.46,0.795,1.2,1.614,2.209
12/14/2006,0.452,0.789,1.209,1.631,2.224
12/15/2006,0.453,0.817,1.255,1.67,2.265
12/18/2006,0.456,0.829,1.28,1.69,2.275
12/19/2006,0.452,0.809,1.239,1.653,2.23
12/20/2006,0.421,0.787,1.203,1.62,2.19
12/21/2006,0.447,0.772,1.196,1.612,2.199
12/22/2006,0.444,0.78,1.18,1.599,2.195
12/25/2006,0.441,0.775,1.175,1.594,2.195
12/26/2006,0.44,0.76,1.165,1.575,2.18
12/27/2006,0.441,0.81,1.24,1.645,2.22
12/28/2006,0.443,0.805,1.245,1.67,2.254
12/29/2006,0.45,0.805,1.251,1.685,2.264
1/4/2007,0.447,0.84,1.295,1.725,2.304
1/5/2007,0.481,0.835,1.29,1.719,2.295
1/9/2007,0.528,0.844,1.305,1.74,2.324
1/10/2007,0.521,0.844,1.314,1.76,2.355
1/11/2007,0.509,0.82,1.294,1.74,2.34
1/12/2007,0.505,0.825,1.304,1.745,2.354
1/15/2007,0.514,0.834,1.304,1.745,2.355
1/16/2007,0.524,0.839,1.291,1.745,2.355
1/17/2007,0.463,0.785,1.219,1.691,2.324
1/18/2007,0.465,0.798,1.244,1.719,2.349
1/19/2007,0.452,0.762,1.19,1.665,2.36
1/22/2007,0.44,0.737,1.164,1.656,2.377
1/23/2007,0.435,0.73,1.169,1.659,2.39
1/24/2007,0.435,0.739,1.18,1.665,2.395
1/25/2007,0.43,0.745,1.186,1.669,2.385
1/26/2007,0.43,0.726,1.176,1.691,2.405
1/29/2007,0.43,0.739,1.2,1.73,2.455
1/30/2007,0.43,0.726,1.195,1.715,2.445
1/31/2007,0.43,0.728,1.185,1.705,2.42
2/1/2007,0.44,0.739,1.199,1.714,2.405
2/2/2007,0.445,0.76,1.23,1.73,2.4
2/5/2007,0.445,0.76,1.226,1.725,2.395
2/6/2007,0.448,0.77,1.245,1.745,2.425
2/7/2007,0.465,0.785,1.254,1.745,2.42
2/8/2007,0.465,0.77,1.235,1.74,2.42
2/9/2007,0.46,0.746,1.195,1.7,2.386
2/13/2007,0.46,0.775,1.245,1.745,2.42
2/14/2007,0.465,0.77,1.24,1.735,2.41
2/15/2007,0.478,0.794,1.264,1.75,2.43
2/16/2007,0.484,0.782,1.229,1.71,2.4
2/19/2007,0.5,0.789,1.235,1.72,2.41
2/20/2007,0.507,0.785,1.22,1.711,2.411
2/21/2007,0.549,0.808,1.221,1.699,2.39
2/22/2007,0.572,0.823,1.21,1.666,2.34
2/23/2007,0.583,0.843,1.235,1.68,2.325
2/26/2007,0.59,0.836,1.225,1.665,2.305
2/27/2007,0.589,0.816,1.199,1.645,2.294
2/28/2007,0.589,0.835,1.194,1.636,2.285
3/1/2007,0.593,0.845,1.215,1.655,2.31
3/2/2007,0.586,0.829,1.204,1.674,2.315
3/5/2007,0.582,0.794,1.16,1.629,2.25
3/6/2007,0.577,0.804,1.174,1.634,2.27
3/7/2007,0.576,0.804,1.164,1.63,2.279
3/8/2007,0.576,0.799,1.16,1.625,2.27
3/9/2007,0.578,0.794,1.178,1.615,2.27
3/12/2007,0.582,0.8,1.185,1.62,2.285
3/13/2007,0.58,0.794,1.174,1.614,2.285
3/14/2007,0.58,0.775,1.134,1.575,2.255
3/15/2007,0.583,0.784,1.145,1.594,2.296
3/16/2007,0.587,0.78,1.138,1.585,2.3
3/19/2007,0.592,0.789,1.149,1.584,2.289
3/20/2007,0.59,0.795,1.145,1.57,2.268
3/22/2007,0.587,0.795,1.135,1.555,2.244
3/23/2007,0.581,0.808,1.18,1.615,2.281
3/26/2007,0.578,0.835,1.206,1.655,2.34
3/27/2007,0.57,0.822,1.186,1.646,2.36
3/28/2007,0.567,0.83,1.214,1.68,2.379
3/29/2007,0.565,0.819,1.191,1.654,2.35
3/30/2007,0.565,0.82,1.195,1.659,2.349
4/2/2007,0.562,0.81,1.184,1.655,2.355
4/3/2007,0.552,0.809,1.191,1.66,2.361
4/4/2007,0.577,0.825,1.234,1.694,2.385
4/5/2007,0.55,0.814,1.219,1.68,2.37
4/6/2007,0.547,0.81,1.215,1.675,2.37
4/9/2007,0.554,0.814,1.23,1.69,2.375
4/10/2007,0.557,0.824,1.235,1.69,2.365
4/11/2007,0.579,0.809,1.196,1.65,2.34
4/12/2007,0.577,0.819,1.209,1.675,2.374
4/13/2007,0.578,0.815,1.204,1.67,2.378
4/16/2007,0.578,0.829,1.244,1.704,2.404
4/17/2007,0.576,0.839,1.244,1.699,2.373
4/18/2007,0.573,0.858,1.265,1.714,2.359
4/19/2007,0.572,0.847,1.235,1.683,2.329
4/20/2007,0.578,0.859,1.26,1.694,2.34
4/23/2007,0.58,0.861,1.26,1.69,2.329
4/24/2007,0.577,0.851,1.235,1.68,2.335
4/25/2007,0.575,0.85,1.225,1.655,2.315
4/26/2007,0.572,0.859,1.234,1.66,2.315
4/27/2007,0.57,0.865,1.21,1.629,2.284
5/1/2007,0.565,0.854,1.188,1.615,2.275
5/2/2007,0.561,0.854,1.194,1.633,2.29
5/7/2007,0.56,0.859,1.209,1.653,2.309
5/8/2007,0.56,0.86,1.224,1.656,2.315
5/9/2007,0.56,0.869,1.244,1.673,2.333
5/10/2007,0.562,0.879,1.254,1.675,2.335
5/11/2007,0.564,0.875,1.236,1.653,2.315
5/14/2007,0.565,0.885,1.25,1.67,2.324
5/15/2007,0.565,0.89,1.259,1.684,2.329
5/16/2007,0.564,0.877,1.235,1.671,2.32
5/17/2007,0.564,0.866,1.21,1.63,2.28
5/18/2007,0.561,0.879,1.225,1.645,2.29
5/21/2007,0.557,0.885,1.234,1.657,2.3
5/22/2007,0.556,0.881,1.225,1.644,2.284
5/23/2007,0.555,0.897,1.263,1.689,2.324
5/24/2007,0.555,0.905,1.28,1.708,2.344
5/25/2007,0.555,0.923,1.309,1.728,2.354
5/28/2007,0.561,0.938,1.315,1.734,2.36
5/29/2007,0.557,0.958,1.345,1.759,2.373
5/30/2007,0.556,0.98,1.344,1.744,2.333
5/31/2007,0.558,0.984,1.35,1.753,2.344
6/1/2007,0.559,0.99,1.378,1.782,2.353
6/4/2007,0.578,1,1.4,1.804,2.38
6/5/2007,0.579,1,1.44,1.84,2.405
6/6/2007,0.581,1.01,1.445,1.845,2.389
6/7/2007,0.582,1.03,1.47,1.869,2.409
6/8/2007,0.585,1.047,1.508,1.898,2.418
6/11/2007,0.596,1.055,1.52,1.915,2.449
6/12/2007,0.595,1.075,1.53,1.935,2.469
6/13/2007,0.613,1.088,1.582,1.974,2.514
6/14/2007,0.613,1.072,1.562,1.965,2.534
6/15/2007,0.612,1.042,1.523,1.943,2.554
6/18/2007,0.629,1.02,1.494,1.899,2.51
6/19/2007,0.627,1.038,1.53,1.935,2.53
6/20/2007,0.625,1.026,1.505,1.9,2.51
6/21/2007,0.625,1.029,1.525,1.932,2.545
6/22/2007,0.625,1.02,1.504,1.905,2.525
6/25/2007,0.635,1.014,1.504,1.9,2.514
6/26/2007,0.635,1.006,1.497,1.889,2.514
6/27/2007,0.633,1.02,1.485,1.875,2.5
6/28/2007,0.632,1.036,1.521,1.926,2.534
6/29/2007,0.631,1.025,1.478,1.879,2.484
7/2/2007,0.639,1.04,1.494,1.894,2.484
7/3/2007,0.636,1.045,1.496,1.878,2.494
7/4/2007,0.641,1.05,1.499,1.905,2.525
7/5/2007,0.643,1.069,1.525,1.93,2.54
7/6/2007,0.643,1.074,1.545,1.94,2.545
7/9/2007,0.659,1.084,1.559,1.954,2.569
7/10/2007,0.657,1.08,1.564,1.968,2.583
7/11/2007,0.659,1.045,1.48,1.885,2.51
7/12/2007,0.659,1.039,1.493,1.908,2.545
7/13/2007,0.662,1.059,1.532,1.94,2.578
7/17/2007,0.679,1.051,1.525,1.931,2.583
7/18/2007,0.679,1.036,1.5,1.91,2.565
7/19/2007,0.678,1.044,1.509,1.91,2.554
7/20/2007,0.674,1.041,1.49,1.891,2.534
7/23/2007,0.671,1.022,1.455,1.86,2.514
7/24/2007,0.667,1.02,1.46,1.871,2.538
7/25/2007,0.665,1.02,1.449,1.865,2.525
7/26/2007,0.664,1.025,1.45,1.865,2.514
7/27/2007,0.64,0.984,1.375,1.79,2.429
7/30/2007,0.639,0.99,1.394,1.815,2.469
7/31/2007,0.639,0.986,1.38,1.8,2.46
8/1/2007,0.633,0.985,1.344,1.764,2.418
8/2/2007,0.63,0.995,1.369,1.809,2.469
8/3/2007,0.633,0.99,1.349,1.779,2.44
8/6/2007,0.655,0.966,1.31,1.744,2.409
8/7/2007,0.658,0.976,1.316,1.73,2.385
8/8/2007,0.697,1.014,1.365,1.76,2.409
8/9/2007,0.727,1.034,1.39,1.78,2.429
8/10/2007,0.712,0.95,1.294,1.715,2.389
8/13/2007,0.71,0.936,1.272,1.71,2.433
8/14/2007,0.713,0.955,1.285,1.704,2.429
8/15/2007,0.714,0.913,1.209,1.645,2.375
8/16/2007,0.705,0.878,1.195,1.663,2.397
8/17/2007,0.681,0.829,1.099,1.585,2.364
8/20/2007,0.687,0.838,1.14,1.595,2.349
8/21/2007,0.687,0.849,1.114,1.568,2.34
8/22/2007,0.68,0.873,1.136,1.579,2.354
8/23/2007,0.671,0.907,1.195,1.603,2.34
8/24/2007,0.655,0.891,1.17,1.598,2.335
8/27/2007,0.655,0.89,1.18,1.623,2.353
8/28/2007,0.655,0.885,1.175,1.625,2.373
8/29/2007,0.65,0.88,1.155,1.59,2.349
8/30/2007,0.65,0.857,1.129,1.575,2.344
8/31/2007,0.65,0.88,1.169,1.613,2.354
9/3/2007,0.646,0.875,1.18,1.646,2.394
9/4/2007,0.634,0.86,1.174,1.624,2.375
9/5/2007,0.623,0.844,1.145,1.629,2.364
9/6/2007,0.621,0.835,1.14,1.619,2.364
9/7/2007,0.618,0.825,1.129,1.595,2.34
9/10/2007,0.59,0.785,1.06,1.52,2.309
9/11/2007,0.573,0.793,1.069,1.537,2.344
9/12/2007,0.562,0.795,1.077,1.518,2.348
9/13/2007,0.559,0.795,1.089,1.534,2.359
9/14/2007,0.555,0.799,1.116,1.551,2.354
9/18/2007,0.555,0.787,1.09,1.535,2.349
9/19/2007,0.555,0.801,1.131,1.595,2.394
9/20/2007,0.55,0.813,1.158,1.635,2.425
9/21/2007,0.55,0.844,1.22,1.685,2.469
9/25/2007,0.545,0.869,1.239,1.694,2.469
9/26/2007,0.544,0.871,1.225,1.675,2.441
9/27/2007,0.544,0.884,1.26,1.73,2.485
9/28/2007,0.541,0.87,1.204,1.685,2.445
10/1/2007,0.56,0.849,1.19,1.67,2.44
10/2/2007,0.56,0.859,1.215,1.691,2.46
10/3/2007,0.562,0.864,1.219,1.694,2.454
10/4/2007,0.564,0.885,1.26,1.72,2.469
10/5/2007,0.564,0.87,1.244,1.704,2.454
10/9/2007,0.568,0.895,1.27,1.72,2.465
10/10/2007,0.577,0.909,1.29,1.735,2.479
10/11/2007,0.583,0.91,1.29,1.744,2.5
10/12/2007,0.585,0.88,1.24,1.71,2.479
10/15/2007,0.6,0.894,1.265,1.74,2.518
10/16/2007,0.6,0.89,1.24,1.704,2.469
10/17/2007,0.599,0.862,1.176,1.655,2.441
10/18/2007,0.596,0.846,1.165,1.644,2.44
10/19/2007,0.583,0.808,1.129,1.61,2.424
10/22/2007,0.58,0.796,1.11,1.585,2.401
10/23/2007,0.58,0.799,1.115,1.59,2.405
10/24/2007,0.577,0.791,1.096,1.575,2.391
10/25/2007,0.573,0.777,1.081,1.591,2.429
10/26/2007,0.572,0.787,1.113,1.625,2.453
10/29/2007,0.575,0.78,1.094,1.615,2.454
10/30/2007,0.581,0.775,1.089,1.619,2.474
10/31/2007,0.58,0.79,1.095,1.61,2.445
11/1/2007,0.587,0.83,1.17,1.67,2.469
11/2/2007,0.58,0.785,1.094,1.591,2.389
11/5/2007,0.578,0.79,1.114,1.585,2.36
11/6/2007,0.575,0.78,1.095,1.575,2.36
11/7/2007,0.575,0.78,1.084,1.57,2.364
11/8/2007,0.572,0.775,1.069,1.545,2.354
11/9/2007,0.57,0.775,1.064,1.535,2.349
11/12/2007,0.569,0.775,1.06,1.52,2.329
11/13/2007,0.569,0.765,1.04,1.49,2.295
11/14/2007,0.569,0.775,1.079,1.525,2.315
11/15/2007,0.566,0.757,1.049,1.505,2.304
11/16/2007,0.565,0.746,1.035,1.475,2.284
11/19/2007,0.565,0.741,1.039,1.47,2.274
11/20/2007,0.56,0.744,1.051,1.474,2.268
11/21/2007,0.552,0.736,1.022,1.439,2.244
11/22/2007,0.55,0.735,1.02,1.425,2.219
11/26/2007,0.551,0.754,1.064,1.49,2.276
11/27/2007,0.553,0.768,1.055,1.5,2.32
11/28/2007,0.554,0.77,1.035,1.49,2.344
11/29/2007,0.554,0.77,1.05,1.494,2.335
11/30/2007,0.554,0.77,1.04,1.478,2.304
12/3/2007,0.56,0.75,1.012,1.456,2.29
12/4/2007,0.553,0.72,0.975,1.415,2.269
12/5/2007,0.548,0.719,1.014,1.499,2.308
12/6/2007,0.549,0.75,1.076,1.564,2.368
12/7/2007,0.553,0.749,1.084,1.575,2.385
12/10/2007,0.568,0.74,1.075,1.57,2.385
12/11/2007,0.569,0.745,1.09,1.59,2.4
12/12/2007,0.562,0.725,1.055,1.522,2.34
12/13/2007,0.56,0.745,1.054,1.519,2.348
12/14/2007,0.56,0.74,1.07,1.555,2.385
12/17/2007,0.56,0.728,1.065,1.558,2.385
12/18/2007,0.557,0.721,1.04,1.544,2.385
12/19/2007,0.555,0.72,1.01,1.499,2.34
12/20/2007,0.555,0.72,1.025,1.525,2.354
12/21/2007,0.554,0.725,1.054,1.56,2.38
12/25/2007,0.565,0.75,1.085,1.59,2.409
12/26/2007,0.558,0.745,1.065,1.565,2.389
12/27/2007,0.556,0.74,1.06,1.559,2.385
12/28/2007,0.555,0.715,1.014,1.51,2.333
1/4/2008,0.552,0.695,0.975,1.475,2.309
1/7/2008,0.55,0.685,0.969,1.47,2.319
1/8/2008,0.55,0.68,0.965,1.47,2.329
1/9/2008,0.552,0.67,0.955,1.475,2.348
1/10/2008,0.554,0.645,0.923,1.445,2.349
1/11/2008,0.554,0.615,0.894,1.43,2.36
1/15/2008,0.559,0.615,0.898,1.43,2.349
1/16/2008,0.559,0.597,0.864,1.39,2.315
1/17/2008,0.559,0.59,0.872,1.411,2.329
1/18/2008,0.555,0.585,0.865,1.399,2.32
1/21/2008,0.555,0.576,0.828,1.374,2.309
1/22/2008,0.548,0.538,0.79,1.325,2.279
1/23/2008,0.54,0.507,0.79,1.345,2.309
1/24/2008,0.532,0.513,0.825,1.395,2.364
1/25/2008,0.534,0.565,0.92,1.485,2.415
1/28/2008,0.534,0.532,0.85,1.415,2.353
1/29/2008,0.534,0.552,0.909,1.475,2.389
1/30/2008,0.537,0.553,0.891,1.435,2.34
1/31/2008,0.541,0.55,0.889,1.44,2.36
2/1/2008,0.542,0.56,0.889,1.434,2.339
2/4/2008,0.548,0.595,0.939,1.475,2.354
2/5/2008,0.553,0.613,0.958,1.48,2.351
2/6/2008,0.553,0.58,0.879,1.41,2.315
2/7/2008,0.553,0.585,0.9,1.43,2.335
2/8/2008,0.55,0.56,0.889,1.425,2.354
2/12/2008,0.55,0.56,0.879,1.405,2.335
2/13/2008,0.55,0.565,0.894,1.43,2.349
2/14/2008,0.552,0.595,0.94,1.47,2.36
2/15/2008,0.553,0.591,0.935,1.461,2.347
2/18/2008,0.554,0.59,0.939,1.46,2.34
2/19/2008,0.554,0.595,0.95,1.474,2.354
2/20/2008,0.558,0.582,0.915,1.435,2.32
2/21/2008,0.559,0.603,0.974,1.494,2.354
2/22/2008,0.559,0.592,0.939,1.46,2.339
2/25/2008,0.56,0.611,0.969,1.494,2.369
2/26/2008,0.562,0.628,0.965,1.485,2.353
2/27/2008,0.56,0.63,0.959,1.48,2.335
2/28/2008,0.56,0.603,0.914,1.434,2.304
2/29/2008,0.555,0.565,0.839,1.365,2.253
3/3/2008,0.555,0.54,0.814,1.349,2.255
3/4/2008,0.555,0.561,0.839,1.374,2.28
3/5/2008,0.558,0.545,0.808,1.38,2.293
3/6/2008,0.558,0.535,0.779,1.365,2.313
3/7/2008,0.555,0.519,0.751,1.359,2.348
3/10/2008,0.555,0.53,0.729,1.34,2.364
3/11/2008,0.555,0.56,0.754,1.336,2.349
3/12/2008,0.562,0.585,0.789,1.339,2.369
3/13/2008,0.566,0.569,0.75,1.299,2.378
3/14/2008,0.573,0.57,0.75,1.274,2.422
3/17/2008,0.578,0.566,0.735,1.276,2.559
3/18/2008,0.607,0.579,0.785,1.321,2.474
3/19/2008,0.617,0.571,0.764,1.279,2.417
3/21/2008,0.612,0.575,0.784,1.28,2.344
3/24/2008,0.602,0.575,0.78,1.264,2.3
3/25/2008,0.582,0.575,0.764,1.26,2.28
3/26/2008,0.567,0.585,0.764,1.285,2.315
3/27/2008,0.565,0.585,0.755,1.279,2.333
3/28/2008,0.567,0.58,0.754,1.279,2.354
3/31/2008,0.569,0.575,0.749,1.284,2.384
4/1/2008,0.569,0.59,0.815,1.36,2.448
4/2/2008,0.569,0.595,0.834,1.385,2.44
4/3/2008,0.569,0.585,0.834,1.369,2.409
4/4/2008,0.564,0.57,0.815,1.34,2.373
4/7/2008,0.56,0.574,0.824,1.349,2.369
